Date,Open,High,Low,Close,Volume
2024-10-24,1235.28,1234.11,1219.2,1230.64,652439
2024-10-25,1234.73,1231.31,1219.42,1223.96,373452
2024-10-28,1239.67,1250.8,1222.96,1237.04,340853
2024-10-29,1214.64,1229.92,1209.3,1221.83,878883
2024-10-30,1215.36,1225.04,1213.62,1216.63,276743
2024-10-31,1198.72,1207.8,1204.1,1206.92,190306
2024-11-01,1210.11,1217.07,1198.84,1207.56,849468
2024-11-04,1252.37,1248.7,1243.54,1248.64,626492
2024-11-05,1208.5,1222.69,1210.81,1212.8,192769
2024-11-06,1221.22,1225.52,1218.93,1224.43,187265
2024-11-07,1194.66,1198.82,1187.74,1193.95,152428
2024-11-08,1178.99,1197.54,1176.63,1184.67,658158
2024-11-11,1197.06,1203.34,1190.8,1203.19,727835
2024-11-12,1209.47,1210.0,1191.32,1203.51,860278
2024-11-13,1183.75,1189.66,1174.31,1183.21,149067
2024-11-14,1167.07,1176.05,1161.53,1169.68,862371
2024-11-15,1172.8,1186.77,1169.8,1180.79,212217
2024-11-18,1171.0,1167.72,1158.35,1167.03,518184
2024-11-19,1166.79,1186.13,1168.49,1170.0,723222
2024-11-20,1178.69,1178.31,1166.32,1169.98,242980
2024-11-21,1161.7,1159.51,1156.3,1157.72,602367
2024-11-22,1190.29,1204.2,1184.51,1194.15,436851
2024-11-25,1201.22,1208.25,1198.71,1204.66,309329
2024-11-26,1175.27,1180.22,1155.39,1167.23,357354
2024-11-27,1169.28,1176.62,1163.56,1169.67,623406
2024-11-28,1154.87,1158.27,1155.53,1157.24,161215
2024-11-29,1171.36,1172.8,1160.42,1171.23,811195
2024-12-02,1156.43,1164.56,1148.4,1158.83,411573
2024-12-03,1159.46,1159.21,1149.1,1158.34,732336
2024-12-04,1168.27,1173.87,1168.54,1168.62,269530
2024-12-05,1189.47,1195.99,1184.51,1185.32,277241
2024-12-06,1163.71,1166.41,1159.45,1165.52,238731
2024-12-09,1157.08,1165.05,1148.67,1161.19,553830
2024-12-10,1152.81,1166.58,1145.34,1154.42,864265
2024-12-11,1142.98,1145.46,1139.84,1144.61,439384
2024-12-12,1176.04,1185.1,1174.1,1176.41,526009
2024-12-13,1188.09,1186.12,1176.63,1185.08,213688
2024-12-16,1166.91,1165.86,1155.49,1164.21,408617
2024-12-17,1187.42,1183.4,1179.63,1181.75,844748
2024-12-18,1216.95,1224.43,1220.76,1220.91,590834
2024-12-19,1243.33,1258.52,1238.55,1241.4,480596
2024-12-20,1218.26,1223.97,1208.07,1214.73,811111
2024-12-23,1204.22,1217.11,1205.44,1207.48,834275
2024-12-24,1230.97,1244.23,1225.6,1232.0,369150
2024-12-25,1211.98,1225.68,1214.93,1220.52,349243
2024-12-26,1234.7,1237.21,1224.53,1230.23,698506
2024-12-27,1245.05,1263.35,1237.49,1246.13,296416
2024-12-30,1234.39,1237.7,1228.67,1230.42,656718
2024-12-31,1231.94,1235.31,1227.99,1230.92,123091
2025-01-01,1171.81,1174.21,1169.68,1172.68,881413
2025-01-02,1148.82,1169.68,1153.85,1156.18,648277
2025-01-03,1146.78,1158.09,1152.23,1153.3,175451
2025-01-06,1121.46,1141.96,1116.45,1133.22,118990
2025-01-07,1159.82,1168.05,1160.41,1162.44,452414
2025-01-08,1149.39,1145.37,1136.23,1139.01,350541
2025-01-09,1127.14,1133.25,1125.11,1132.98,766393
2025-01-10,1124.71,1136.75,1126.18,1136.67,470416
2025-01-13,1167.2,1164.59,1154.21,1162.72,224932
2025-01-14,1149.96,1144.21,1134.28,1139.19,368083
2025-01-15,1161.93,1162.52,1151.43,1160.55,213000
2025-01-16,1163.58,1163.09,1161.96,1162.23,802922
2025-01-17,1145.21,1148.77,1145.3,1146.63,659351
2025-01-20,1147.78,1156.88,1155.41,1156.07,593216
2025-01-21,1154.29,1169.74,1158.48,1161.03,832081
2025-01-22,1150.62,1170.1,1142.39,1152.08,782405
2025-01-23,1152.44,1159.87,1140.97,1154.79,609850
2025-01-24,1149.09,1152.11,1141.21,1149.62,537985
2025-01-27,1156.89,1158.74,1135.67,1153.07,184703
2025-01-28,1163.3,1170.33,1165.82,1166.02,595164
2025-01-29,1199.34,1196.68,1179.55,1195.27,514841
2025-01-30,1171.93,1181.43,1169.84,1174.63,860084
2025-01-31,1218.79,1218.53,1211.03,1213.74,752845
2025-02-03,1180.19,1185.39,1165.61,1179.78,389220
2025-02-04,1176.58,1179.1,1173.66,1178.63,353317
2025-02-05,1190.89,1195.3,1187.46,1190.56,295877
2025-02-06,1195.72,1212.87,1192.98,1197.13,446709
2025-02-07,1188.04,1189.93,1183.78,1187.5,581725
2025-02-10,1188.94,1194.4,1182.25,1185.34,667597
2025-02-11,1177.7,1188.11,1174.27,1178.12,537470
2025-02-12,1167.5,1175.24,1168.62,1169.23,458402
2025-02-13,1180.32,1205.16,1181.76,1185.65,667815
2025-02-14,1196.31,1194.11,1192.66,1193.54,848778
2025-02-17,1184.34,1189.88,1177.66,1182.69,239883
2025-02-18,1194.51,1215.17,1186.01,1200.19,717632
2025-02-19,1211.31,1216.58,1205.7,1207.28,255344
2025-02-20,1217.7,1233.36,1216.06,1223.57,565226
2025-02-21,1241.81,1239.07,1234.48,1236.72,847852
2025-02-24,1223.83,1235.43,1218.37,1220.47,671441
2025-02-25,1211.39,1212.88,1208.52,1209.36,208042
2025-02-26,1220.23,1223.14,1218.33,1222.07,154110
2025-02-27,1235.24,1245.08,1225.03,1232.4,245051
2025-02-28,1236.46,1238.62,1230.71,1231.16,865419
2025-03-03,1235.38,1233.91,1224.68,1232.46,863461
2025-03-04,1251.85,1263.46,1243.31,1255.22,128328
2025-03-05,1244.53,1260.89,1242.93,1243.2,737199
2025-03-06,1258.2,1255.82,1250.72,1252.53,375011
2025-03-07,1258.83,1256.74,1240.6,1247.86,159234
2025-03-10,1241.89,1262.28,1237.5,1242.91,872791
2025-03-11,1266.86,1267.45,1259.05,1262.52,327135
2025-03-12,1283.07,1282.47,1264.58,1277.27,697690
2025-03-13,1287.77,1303.76,1282.23,1291.96,438365
2025-03-14,1325.74,1318.46,1307.32,1316.36,629739
2025-03-17,1310.25,1321.1,1299.94,1315.85,187178
2025-03-18,1332.69,1342.24,1323.91,1328.39,336562
2025-03-19,1322.89,1322.62,1316.51,1321.28,401014
2025-03-20,1327.07,1326.85,1313.73,1326.78,458710
2025-03-21,1336.74,1324.33,1322.47,1323.26,485893
2025-03-24,1322.66,1330.51,1312.37,1324.26,223765
2025-03-25,1333.46,1338.78,1328.09,1335.16,487025
2025-03-26,1324.85,1323.11,1308.1,1317.83,228389
2025-03-27,1362.41,1371.43,1356.15,1358.27,813987
2025-03-28,1343.68,1340.52,1330.65,1336.83,297227
2025-03-31,1312.16,1313.51,1307.13,1311.54,592402
2025-04-01,1335.1,1341.04,1325.91,1333.41,890074
2025-04-02,1358.56,1350.53,1336.0,1348.31,360220
2025-04-03,1355.44,1364.58,1349.59,1359.99,521217
2025-04-04,1371.29,1384.47,1366.7,1371.85,396208
2025-04-07,1375.02,1377.48,1364.61,1370.64,850186
2025-04-08,1350.18,1352.92,1345.55,1351.23,168431
2025-04-09,1348.74,1353.03,1347.85,1351.82,155745
2025-04-10,1340.46,1342.44,1328.9,1337.15,150081
2025-04-11,1363.01,1359.64,1351.94,1355.77,316204
2025-04-14,1351.07,1356.67,1345.91,1351.83,501415
2025-04-15,1333.25,1335.17,1330.68,1334.14,700541
2025-04-16,1323.34,1330.77,1316.21,1326.78,398335
2025-04-17,1332.49,1337.82,1323.88,1334.07,896643
2025-04-18,1327.58,1325.88,1311.18,1321.85,211086
2025-04-21,1305.05,1314.4,1289.41,1304.63,556285
2025-04-22,1304.27,1312.97,1287.29,1308.48,514758
2025-04-23,1313.75,1332.07,1309.17,1312.37,524528
2025-04-24,1306.95,1305.14,1292.4,1301.48,538458
2025-04-25,1288.47,1304.53,1289.57,1291.37,718071
2025-04-28,1288.08,1296.34,1286.83,1294.96,749969
2025-04-29,1277.02,1279.83,1262.99,1265.92,712181
2025-04-30,1231.48,1261.85,1228.15,1238.31,599797
2025-05-01,1222.34,1240.52,1216.8,1224.1,258763
2025-05-02,1220.46,1224.2,1215.09,1219.32,702248
2025-05-05,1222.82,1240.65,1212.9,1224.16,122601
2025-05-06,1250.02,1256.98,1242.64,1250.39,511236
2025-05-07,1268.52,1266.98,1262.44,1265.6,239227
2025-05-08,1249.61,1275.02,1253.53,1261.68,824479
2025-05-09,1254.05,1260.96,1259.51,1260.44,792137
2025-05-12,1240.82,1242.0,1237.36,1240.6,381854
2025-05-13,1237.38,1240.32,1233.32,1239.39,470858
2025-05-14,1233.79,1234.85,1223.48,1233.15,779892
2025-05-15,1239.39,1245.43,1225.31,1238.26,753015
2025-05-16,1211.69,1228.29,1221.99,1222.03,687515
2025-05-19,1236.96,1231.03,1227.82,1230.69,760327
2025-05-20,1255.62,1262.89,1253.95,1258.13,708577
2025-05-21,1250.85,1262.03,1246.97,1255.19,251094
2025-05-22,1262.93,1262.15,1257.84,1261.88,536679
2025-05-23,1274.6,1288.31,1266.32,1274.06,830031
2025-05-26,1271.56,1271.73,1263.06,1265.5,892154
2025-05-27,1270.25,1277.27,1265.1,1268.87,782773
2025-05-28,1274.09,1269.23,1267.33,1268.22,602648
2025-05-29,1264.43,1270.39,1265.65,1269.19,858108
2025-05-30,1254.29,1266.61,1252.33,1253.58,861282
2025-06-02,1247.58,1256.01,1250.72,1253.17,579083
2025-06-03,1262.14,1265.79,1260.39,1261.65,445740
2025-06-04,1287.64,1290.29,1281.98,1288.23,505513
2025-06-05,1305.04,1307.97,1300.3,1305.86,168323
2025-06-06,1346.33,1356.57,1346.98,1347.13,385960
2025-06-09,1334.6,1336.61,1320.2,1330.68,664983
2025-06-10,1338.5,1354.66,1339.49,1347.16,512918
2025-06-11,1345.06,1354.73,1332.41,1349.92,518458
2025-06-12,1393.09,1402.01,1390.25,1393.32,155841
2025-06-13,1368.96,1376.23,1373.33,1375.45,490642
2025-06-16,1357.41,1359.03,1348.93,1357.16,298784
2025-06-17,1343.73,1345.24,1342.96,1344.01,207096
2025-06-18,1292.95,1306.57,1295.53,1300.25,192764
2025-06-19,1281.59,1295.75,1288.5,1289.08,546790
2025-06-20,1260.14,1278.49,1265.15,1273.5,710032
2025-06-23,1269.26,1289.97,1271.08,1275.48,633459
2025-06-24,1281.2,1283.31,1262.42,1281.13,725043
2025-06-25,1317.11,1323.25,1314.82,1316.29,592148
2025-06-26,1335.21,1337.26,1332.25,1334.13,732413
2025-06-27,1317.54,1326.97,1321.51,1321.65,468226
2025-06-30,1302.82,1303.28,1298.14,1302.92,103696
2025-07-01,1313.7,1314.22,1302.22,1311.62,226310
2025-07-02,1278.21,1287.43,1275.14,1284.73,775673
2025-07-03,1319.77,1327.89,1301.68,1319.12,145740
2025-07-04,1345.06,1346.02,1335.11,1341.54,206611
2025-07-07,1328.54,1336.78,1330.0,1331.15,498172
2025-07-08,1301.52,1300.34,1288.64,1296.02,568947
2025-07-09,1318.96,1325.33,1321.15,1321.43,575828
2025-07-10,1313.7,1322.11,1312.83,1318.23,873210
2025-07-11,1344.78,1346.65,1336.07,1341.79,428785
2025-07-14,1319.4,1310.59,1307.1,1308.76,688099
2025-07-15,1296.52,1310.44,1295.16,1296.07,545376
2025-07-16,1298.56,1299.83,1295.06,1295.27,806673
2025-07-17,1292.64,1310.12,1290.81,1295.27,687520
2025-07-18,1279.24,1294.14,1283.24,1285.62,780089
2025-07-21,1297.6,1310.16,1291.39,1296.73,212492
2025-07-22,1276.72,1279.87,1274.5,1275.06,130099
2025-07-23,1269.62,1272.73,1263.31,1271.45,853494
2025-07-24,1276.06,1276.28,1272.57,1272.85,523177
2025-07-25,1278.43,1290.45,1273.97,1281.78,742762
2025-07-28,1289.89,1298.97,1294.25,1294.57,371400
2025-07-29,1277.22,1277.4,1265.49,1271.82,579336
2025-07-30,1246.95,1246.72,1233.66,1241.66,867876
2025-07-31,1261.38,1264.96,1261.83,1264.59,658969
2025-08-01,1278.74,1279.9,1263.69,1270.01,191328
2025-08-04,1253.42,1255.67,1253.34,1254.86,842800
2025-08-05,1283.62,1289.6,1276.56,1283.18,405505
2025-08-06,1284.07,1288.32,1268.1,1284.51,557719
2025-08-07,1309.07,1312.0,1297.6,1306.33,134540
2025-08-08,1308.16,1312.47,1303.85,1306.74,257608
2025-08-11,1350.22,1352.32,1346.28,1348.83,184700
2025-08-12,1380.45,1388.12,1384.72,1386.1,440676
2025-08-13,1373.39,1385.58,1382.34,1382.73,811935
2025-08-14,1411.09,1417.73,1387.46,1404.67,489770
2025-08-15,1417.0,1429.61,1409.77,1420.1,496087
2025-08-18,1450.81,1461.3,1441.21,1451.1,146002
2025-08-19,1433.85,1440.08,1428.98,1431.98,149812
2025-08-20,1458.02,1456.06,1443.8,1448.58,515842
2025-08-21,1474.41,1476.59,1454.64,1473.46,815339
2025-08-22,1434.24,1438.99,1430.57,1436.51,357906
2025-08-25,1409.92,1417.14,1409.72,1412.88,208946
2025-08-26,1371.29,1385.66,1358.34,1371.5,166668
2025-08-27,1362.76,1388.38,1358.51,1367.74,199003
2025-08-28,1384.39,1397.99,1377.6,1384.24,835430
2025-08-29,1416.93,1420.79,1414.72,1417.23,320462
2025-09-01,1429.97,1424.75,1406.01,1420.65,819174
2025-09-02,1456.71,1471.42,1452.48,1457.2,728889
2025-09-03,1417.93,1450.2,1426.23,1428.93,369956
2025-09-04,1409.18,1398.57,1389.24,1394.27,161844
2025-09-05,1400.26,1397.07,1392.64,1394.92,825453
2025-09-08,1416.48,1418.58,1404.66,1404.77,495395
2025-09-09,1399.4,1418.57,1401.39,1405.91,799158
2025-09-10,1362.93,1367.13,1360.67,1364.14,174601
2025-09-11,1367.77,1377.02,1356.39,1364.09,410001
2025-09-12,1342.04,1343.78,1327.29,1339.17,487699
2025-09-15,1356.03,1358.14,1350.34,1354.36,594700
2025-09-16,1351.58,1374.43,1358.17,1363.57,382844
2025-09-17,1336.9,1355.45,1334.53,1346.12,882215
2025-09-18,1345.61,1349.16,1336.19,1337.5,532680
2025-09-19,1326.92,1333.53,1311.21,1317.98,273423
2025-09-22,1317.9,1333.99,1317.05,1318.46,193330
2025-09-23,1346.51,1342.16,1330.89,1339.06,325391
2025-09-24,1315.6,1323.61,1319.37,1321.0,313606
2025-09-25,1328.47,1333.29,1323.07,1332.71,507085
2025-09-26,1318.0,1331.0,1319.1,1323.84,291387
2025-09-29,1305.36,1319.83,1303.77,1309.82,341133
2025-09-30,1313.2,1311.44,1306.63,1309.42,586904
2025-10-01,1286.33,1294.42,1286.06,1290.79,514170
2025-10-02,1293.23,1286.52,1279.86,1281.74,786915
2025-10-03,1262.7,1263.68,1258.89,1260.38,425497
2025-10-06,1304.8,1300.43,1289.08,1299.16,575406
2025-10-07,1304.09,1308.66,1293.12,1301.54,538242
2025-10-08,1295.83,1289.68,1283.7,1289.57,462916
2025-10-09,1290.89,1298.36,1290.85,1295.39,278048
2025-10-10,1302.38,1299.62,1282.89,1294.89,453646
2025-10-13,1293.01,1301.17,1284.95,1292.28,476087
2025-10-14,1312.18,1306.35,1300.48,1305.86,471994
2025-10-15,1314.78,1328.59,1304.84,1322.4,669383
2025-10-16,1314.54,1317.31,1304.16,1313.6,245342
2025-10-17,1304.71,1312.37,1303.31,1303.96,786268
2025-10-20,1297.05,1305.2,1297.83,1300.27,162433
2025-10-21,1258.64,1264.45,1254.66,1257.07,644279
2025-10-22,1237.71,1232.73,1224.42,1230.13,372919
2025-10-23,1253.45,1257.95,1248.49,1256.95,571017
2025-10-24,1294.56,1302.77,1284.69,1289.6,447139
2025-10-27,1280.66,1297.13,1282.79,1286.46,247745
2025-10-28,1310.22,1311.21,1297.45,1299.26,747096
2025-10-29,1311.11,1313.76,1280.73,1307.01,782416
2025-10-30,1378.52,1379.47,1366.71,1369.07,237686
2025-10-31,1397.59,1398.52,1385.97,1393.84,107415
